Field_id	Longitude	Latitude	WDRVI	DOY	Slope	Aspect	Curvature	Pct_clay	Pct_sand	Pct_silt	LAI	Slope_x_aspect	lat_int	lon_int	GDD	Region_id
17.0	-95.9874539754	41.6861820339	0.353487731313	218.0	0.198312811575	-54.139920138499996	-0.0298365000001	0.15	0.2	0.65	3.622024283535906	-6.8794624521266545	42.0	-96.0	947.7500000000001	4.0
18.0	-95.6003787074	42.5370403142	0.33932428166149997	218.0	3.6702092473	105.2020826785	1.63895	0.35	0.1	0.55	3.5243752273727784	343.4722770411206	43.0	-96.0	859.5999999999995	2.0
19.0	-95.503293045	41.3203576041	0.358711389961	195.0	5.770909964	72.667852079	3.371911	0.15	0.2	0.65	3.6588773654226614	137.75944722637516	41.0	-96.0	771.1999999999998	4.0
20.0	-94.3569497862	43.1079046633	0.108660693774	243.0	1.47261279162	16.89960540300001	0.321293	0.2	0.4	0.4	2.2714064261894116	13.750640345904115	43.0	-94.0	1134.2499999999998	3.0
21.0	-95.8254260084	42.3531635414	0.2816760467715	234.0	7.64582795077	98.922097012	4.0268605	0.15	0.2	0.65	3.157480455734148	668.7589196358642	42.0	-96.0	1116.7500000000005	2.0
22.0	-93.9074330359	43.0199109721	0.2382334635615	243.0	0.755903865539	75.85030014800002	0.05867300000025	0.35	0.35	0.3	2.9085279286932195	29.973787520952285	43.0	-94.0	1134.2499999999998	3.0
23.0	-96.0804917102	42.6296609605	0.331446492771	202.0	3.425120979	89.44663697300001	0.236586	0.35	0.1	0.55	3.471440427029281	255.59450609439804	43.0	-96.0	719.2499999999997	2.0
24.0	-92.0313233518	41.9604780108	0.405049691109	213.0	2.22181454663	33.63937265999999	0.598729	0.35	0.1	0.55	4.007875360430346	75.26721305439192	42.0	-92.0	869.9999999999998	5.0
25.0	-93.1218833262	40.5989670272	0.0359129097148	188.0	4.42155322303	23.604822135000006	0.448848	0.35	0.2	0.55	1.9664301166870488	44.538754983372655	41.0	-93.0	662.5999999999999	6.0
26.0	-94.5075536589	41.9684118716	0.357740055739	195.0	1.18530944258	10.248895041999987	0.435832	0.2	0.4	0.4	3.6519893408966744	10.041313056436337	42.0	-95.0	674.0500000000001	1.0
27.0	-96.0357074291	41.6785469697	0.259630679853	218.0	0.309000391854	-51.191695640000006	-0.219966	0.45	0.05	0.5	3.0285014532939902	-10.918602866696792	42.0	-96.0	947.7500000000001	4.0
28.0	-94.5641847883	42.0363810127	0.2853508296345	195.0	1.092713682765	-20.30122806	-0.0708360000001	0.2	0.4	0.4	3.179544012789556	-17.49531625085021	42.0	-95.0	674.0500000000001	1.0
29.0	-94.8863798044	41.4664877583	0.416793797164	195.0	0.371348360323	-97.1096972386	-0.24264750000000002	0.35	0.1	0.55	4.1033594189667895	-19.860256690389317	41.0	-95.0	715.5500000000001	4.0
30.0	-95.6227407735	41.1813351228	0.3683453298905	202.0	4.1379672343100005	-13.535095921500002	-0.04040099999975	0.15	0.2	0.65	3.728087330543305	-28.87245917119276	41.0	-96.0	879.5999999999998	4.0
31.0	-95.4567561572	41.0557128614	0.309185816055	202.0	3.9375590098049997	25.509701287500008	2.012653	0.35	0.1	0.55	3.3268381807745566	36.38374189449647	41.0	-95.0	816.6000000000001	4.0
32.0	-93.5901859606	40.8197743267	0.251449657354	236.0	0.94984884803	14.509558532	0.142672	0.35	0.1	0.55	2.9820479613908892	4.66952630196979	41.0	-94.0	1229.6500000000005	6.0
33.0	-93.7770621743	43.0563670045	0.158687338808	195.0	0.559420408055	27.028924055999994	0.144777999999	0.35	0.35	0.3	2.5012473088088987	11.140439589928222	43.0	-94.0	614.2500000000002	3.0
34.0	-91.0429868528	42.4718430524	0.419059283387	197.0	1.785613827955	101.9286144115	0.3576855	0.2	0.4	0.4	4.1221427690546415	144.65101881635115	42.0	-91.0	684.0500000000001	0.0
35.0	-95.4264102848	41.4159676909	0.33196666879049996	218.0	5.55268928751	-84.21582636299999	-1.947624	0.15	0.2	0.65	3.474906372232991	-277.27298493551905	41.0	-95.0	985.1500000000001	4.0
36.0	-93.632351209	43.1663848517	0.38629476920899997	204.0	0.467804243432	-77.408669173	-0.3769085	0.35	0.35	0.3	3.8615719624106735	-21.377792434640764	43.0	-94.0	734.7000000000002	3.0
37.0	-95.417010846	41.2499126862	0.383932474695	202.0	0.590325033001	81.85002529600001	1.023548	0.15	0.2	0.65	3.8436523115330883	44.68955873857096	41.0	-95.0	816.6000000000001	4.0
38.0	-95.2077066298	41.3067538074	0.00974341058189	218.0	4.4683976599	77.24470268900001	2.600973	0.35	0.1	0.55	1.8640578280377504	234.217757427785	41.0	-95.0	985.1500000000001	4.0
39.0	-93.9264245342	43.1146096851	0.24782004089499998	243.0	1.0333247490600002	-52.149663432000004	-0.740204	0.2	0.4	0.3	2.9616721473733616	-49.302397506963835	43.0	-94.0	1134.2499999999998	3.0
40.0	-96.2585065004	42.2696457057	0.32079744968400004	218.0	0.11454408593849999	-34.34615947500001	-0.04770699999995	0.45	0.05	0.5	3.4013734419109882	-3.0105363121183863	42.0	-96.0	947.7500000000001	2.0
41.0	-95.6635934301	41.4652530605	0.28965180549	218.0	5.35983507298	41.09459664900001	1.2377600000000002	0.15	0.2	0.65	3.2055806844093824	156.8303207568418	41.0	-96.0	1070.6999999999998	4.0
42.0	-94.004655078	43.3166522623	0.207681969749	243.0	1.05060374426	-4.458469456000003	-0.1063790000007	0.35	0.35	0.4	2.7453289433798194	-3.2910318935857754	43.0	-94.0	1134.2499999999998	3.0
43.0	-95.4554527203	41.4509200868	0.40805048208399997	202.0	5.011200913290001	-54.988026627	-2.0484965	0.15	0.2	0.65	4.031978712535681	-170.6430133650636	41.0	-95.0	816.6000000000001	4.0
44.0	-94.3924684353	43.3462404752	0.0807146207308	243.0	1.01113495571	41.779517338000005	0.375860000001	0.2	0.35	0.4	2.1504603704758267	26.835927498910152	43.0	-94.0	1134.2499999999998	3.0
45.0	-94.2478097503	42.0598472414	0.209168591273	195.0	0.5827809854275	-14.862335666500002	-0.030986999999850003	0.2	0.4	0.4	2.7530629158242386	-6.315856354854873	42.0	-94.0	670.75	1.0
46.0	-93.61477023695	41.8240716786	0.30290419822799997	195.0	1.2813875499399998	73.530752711	0.7764964999999999	0.2	0.4	0.4	3.287293907512564	79.08669396009228	42.0	-94.0	670.75	6.0
47.0	-93.65149865525	42.9837498772	0.1736220893635	227.0	1.7805105881999999	-54.350276887999996	-0.869561	0.2	0.4	0.4	2.573515558758115	-63.38398412289946	43.0	-94.0	923.6	3.0
48.0	-96.1209376374	42.6012163375	0.3419274226855	202.0	2.977793291925	-39.50683405250001	-1.1249215000000001	0.35	0.1	0.55	3.542079675808378	-99.44353110396199	43.0	-96.0	719.2499999999997	2.0
49.0	-92.2819482384	42.5890144947	0.361507629562	204.0	0.675503341376	-76.965426372	-0.580908	0.35	0.35	0.3	3.6787973663685594	-47.51062861370376	43.0	-92.0	703.3500000000001	5.0
50.0	-92.0409924168	41.9241929122	0.0722096834797	213.0	2.476314962155	10.737098293999992	-0.717776	0.35	0.1	0.55	2.1146257644727813	19.575722979210127	42.0	-92.0	869.9999999999998	5.0
51.0	-94.4882491415	41.946288484	0.043191942669	195.0	1.19603778888	-36.727143189	-0.486194999999	0.2	0.4	0.4	1.9955534295107573	-30.227329457349892	42.0	-94.0	670.75	1.0
52.0	-93.6413326793	43.1159256423	0.1603703804295	227.0	1.934162051	-11.252575262500002	-0.4123535	0.2	0.4	0.4	2.509302762604735	-13.739666619765078	43.0	-94.0	923.6	3.0
53.0	-91.2771138115	41.6892236175	0.39705145638	213.0	3.52012693111	27.476506056999995	1.275654	0.35	0.1	0.55	3.9445858824105193	42.604361173043074	42.0	-91.0	853.7000000000003	0.0
54.0	-95.1252901583	41.3259688771	0.394333222783	202.0	3.91442377548	74.55188414599999	3.2666825	0.35	0.1	0.55	3.923385183643256	169.44479809792284	41.0	-95.0	816.6000000000001	4.0
55.0	-94.1339661459	42.912028217	0.2895357044015	243.0	0.5778852250225	-17.054346758500003	-0.1071810000005	0.35	0.35	0.4	3.2048750793828864	-9.348804855635862	43.0	-94.0	1134.2499999999998	3.0
56.0	-91.0679480935	42.6540445677	0.380698835275	213.0	2.81259138292	-6.0586252809999905	-0.486193	0.15	0.2	0.65	3.8192995331169604	-9.277898694748947	43.0	-91.0	753.8000000000001	0.0
57.0	-92.156832549	42.0701234576	0.391484004261	229.0	1.89672676184	14.246212461999988	0.0811010000002	0.35	0.1	0.55	3.9013255210529496	26.007000698840447	42.0	-92.0	1022.6499999999995	5.0
58.0	-93.6826897108	41.831798382	0.297139289375	252.0	1.2512296035250001	54.369469037	0.0609760000001	0.35	0.35	0.4	3.25146736023789	43.60887136441586	42.0	-94.0	1345.1	6.0
59.0	-95.4378328655	41.3585257243	0.360113972214	195.0	5.726945382735	63.42223286299999	2.015206	0.15	0.2	0.65	3.668852244530573	290.5637499113988	41.0	-95.0	715.5500000000001	4.0
60.0	-93.5313476196	42.9330244664	0.278271568641	204.0	2.218326507015	62.958139087000006	1.2136305	0.2	0.4	0.4	3.137192030127352	91.45494857919616	43.0	-94.0	734.7000000000002	3.0
61.0	-94.4117345908	41.9454798039	0.218205574913	195.0	1.25924450955	8.839564923000012	0.137167	0.2	0.4	0.4	2.800521821861301	7.001913231209046	42.0	-94.0	670.75	1.0
62.0	-95.3476839948	42.2716034735	0.344577355616	218.0	3.650134480515	73.50393339850001	1.868529	0.35	0.1	0.55	3.5602130923520248	196.0969349888266	42.0	-95.0	930.9500000000003	2.0
63.0	-91.0582777702	41.8555480282	0.38957084781850004	213.0	3.992310906765	88.31578465299998	2.5141665	0.35	0.1	0.55	3.8866063360891596	265.674486029807	42.0	-91.0	853.7000000000003	0.0
64.0	-95.2624416994	41.3851542861	0.34032335320749996	195.0	5.8792940020549995	-0.9657688015000048	0.848082	0.35	0.1	0.55	3.531159492936343	-3.8928520164711635	41.0	-95.0	715.5500000000001	4.0
65.0	-96.4417779191	43.3836414568	0.421569273338	209.0	2.01338340836	99.986529685	0.977493	0.35	0.1	0.55	4.1430949998695885	143.2689208465956	43.0	-96.0	777.1499999999995	7.0
66.0	-93.9747902888	43.2302069924	0.0926196947522	243.0	0.798828241886	4.41340300600001	-0.0265330000002	0.2	0.4	0.4	2.2013735901323317	1.705647649068386	43.0	-94.0	1134.2499999999998	3.0
67.0	-92.1868442222	42.191405719	0.350735391546	229.0	5.21475389518	-28.248321263999998	-1.406014	0.15	0.2	0.65	3.602791555111457	-135.07529141976562	42.0	-92.0	1022.6499999999995	5.0
68.0	-93.8173348032	43.0349494629	0.155698449379	195.0	0.991724066637	89.66047382599999	1.225593	0.2	0.4	0.4	2.4869962126978504	82.34365060775092	43.0	-94.0	614.2500000000002	3.0
69.0	-94.8835583793	42.5834136386	0.248134602304	218.0	0.8765226552105	-55.018593806	-0.33876300000000004	0.35	0.35	0.3	2.9634324119666924	-33.05033029624358	43.0	-95.0	867.5	1.0
70.0	-91.8969232677	41.98168450505	0.396208684438	213.0	2.22595058882	14.012809625000003	1.3034905	0.35	0.1	0.55	3.9379961267685526	27.06953940576084	42.0	-92.0	869.9999999999998	5.0
71.0	-96.150139821	42.2388129485	0.351628201969	234.0	0.1687239428585	-12.498537093500005	0.028584500000300002	0.45	0.05	0.5	3.609016470556707	-1.8665397909574515	42.0	-96.0	1116.7500000000005	2.0
72.0	-91.7236358699	42.4387698225	0.324287441026	245.0	2.80623409127	13.726519058999997	-0.460462	0.2	0.4	0.4	3.42415200442949	35.7171526464501	42.0	-92.0	1237.7999999999995	5.0
73.0	-95.6018149828	41.8122089894	0.326657954154	218.0	7.842681720665	-2.2183887239999933	0.9940615	0.15	0.2	0.65	3.4397263633643087	-9.51684364646654	42.0	-96.0	947.7500000000001	4.0
74.0	-91.992978095	42.4175139081	0.30041117654149996	213.0	1.548171138705	-96.2447437436	-0.9187719999999999	0.2	0.4	0.3	3.2717470428505413	-64.42981330222767	42.0	-92.0	869.9999999999998	5.0
75.0	-94.5463546017	42.765270701	0.231409222588	243.0	0.7681243225029999	-19.9731796305	-0.2271264999995	0.35	0.35	0.3	2.871276683832143	-9.78645012403218	43.0	-95.0	1159.5	3.0
76.0	-93.604994991	41.8520255824	0.3017973144735	195.0	1.0646728371699998	21.439966486499998	-0.0476575000002	0.2	0.4	0.4	3.280380895145454	10.554789728476468	42.0	-94.0	670.75	6.0
77.0	-96.1606516884	43.4004043174	0.427504667082	209.0	1.62923927814	-88.1814136518	-2.187968	0.35	0.1	0.55	4.193246275680765	-121.30337035588015	43.0	-96.0	777.1499999999995	7.0
78.0	-94.1802821892	43.3072413754	0.135498567125	243.0	1.02609239065	9.614475397999996	0.0755909999998	0.35	0.35	0.3	2.3924607926737096	3.5851231363381433	43.0	-94.0	1134.2499999999998	3.0
79.0	-96.2682107896	43.4370190144	0.453158239434	209.0	1.674025390225	-9.185359240499992	-0.2770874999995	0.35	0.1	0.55	4.420475351649689	-12.065056486738936	43.0	-96.0	777.1499999999995	7.0
80.0	-95.6496197036	41.7809772105	0.356982176847	218.0	1.10228139159	42.374471856000014	0.420413	0.15	0.2	0.65	3.646626232740091	35.019778650215166	42.0	-96.0	947.7500000000001	4.0
81.0	-96.2960229444	42.4217247372	0.431220635365	209.0	4.54491878457	143.40275913200003	-0.195438	0.15	0.2	0.65	4.22508775243438	251.83181689506424	42.0	-96.0	852.35	2.0
82.0	-94.5085800801	42.0736384702	0.30036811044800005	195.0	0.989534632192	-28.473023088999994	-0.241543	0.2	0.4	0.4	3.2714800559845	-18.184009304091553	42.0	-95.0	674.0500000000001	1.0
83.0	-94.5171694362	42.0673325318	0.313770934999	195.0	1.701488892575	16.40997157950001	0.21926600000000002	0.2	0.4	0.4	3.356043581486505	12.410679438913945	42.0	-95.0	674.0500000000001	1.0
84.0	-94.5108731223	42.0872636735	0.3016651049295	195.0	0.8474031420920001	-19.926541688499995	-0.1593934999995	0.2	0.4	0.4	3.2795563774175918	-15.146897784302244	42.0	-95.0	674.0500000000001	1.0
85.0	-93.5298249714	41.6553767038	0.0938485804416	195.0	1.89741135615	49.06629930899999	1.380584	0.2	0.4	0.4	2.206679844078104	81.12082746765896	42.0	-94.0	670.75	6.0
86.0	-92.3047631613	42.1044675624	0.314757407541	213.0	2.67366237395	82.30598940599998	0.776748	0.35	0.1	0.55	3.362365339287644	144.09297130945288	42.0	-92.0	869.9999999999998	5.0
87.0	-95.1987805688	41.1989060232	0.318330633766	218.0	4.84092062691	59.173930297	3.182882	0.35	0.1	0.55	3.38537922972032	174.57263408122816	41.0	-95.0	985.1500000000001	4.0
88.0	-93.7981462143	42.9558116859	0.25613739332	195.0	0.581980827184	-29.434118740000002	-0.199244	0.2	0.4	0.4	3.0085755685370286	-16.507199852739692	43.0	-94.0	614.2500000000002	3.0
89.0	-96.2429694337	42.3043065034	0.3380688128285	218.0	0.1316118070535	-2.534733263999996	0.006507999999939999	0.45	0.05	0.5	3.51587475984047	-0.2973085225484903	42.0	-96.0	947.7500000000001	2.0
90.0	-94.9787309598	41.2062105038	0.282400061378	195.0	4.710708797104999	66.0306892175	2.8887215	0.35	0.1	0.55	3.161814405955599	248.56833740228672	41.0	-95.0	715.5500000000001	4.0
91.0	-95.7931354776	41.5398462344	0.33215957793999995	218.0	5.236885777245	58.90377736699999	2.2269175	0.15	0.2	0.65	3.4761928082309934	199.0368739730066	42.0	-96.0	947.7500000000001	4.0
92.0	-95.9969392066	42.4469743321	0.314331705417	234.0	6.4142979086050005	30.469294628499995	0.9297845	0.15	0.2	0.65	3.3596357961562697	36.10175941840041	42.0	-96.0	1116.7500000000005	2.0
93.0	-94.5001443818	42.1775713635	0.2625018390675	195.0	0.9165661202185	22.129428310500003	0.0443054999996	0.35	0.35	0.3	3.044980937894725	11.135368517641641	42.0	-95.0	674.0500000000001	1.0
94.0	-94.5163696465	42.7364654897	0.18137018709750002	243.0	0.974341020987	-30.599683840500006	-0.4354304999995	0.35	0.35	0.3	2.61172334251758	-24.005844461081132	43.0	-95.0	1159.5	3.0
95.0	-92.4309863966	42.3152178426	0.190177638454	236.0	2.49935289094	80.10926953500001	2.460698	0.35	0.1	0.55	2.6557697988310114	142.34195882275384	42.0	-92.0	1108.0999999999995	5.0
96.0	-95.1078689153	41.3345481363	0.392530686863	202.0	6.66342623605	42.568914019000005	5.827206	0.35	0.1	0.55	3.90940980715509	221.16776332906895	41.0	-95.0	816.6000000000001	4.0
97.0	-96.1692865233	42.8473416745	0.3015128707075	241.0	3.4298687769700003	-48.5384629455	-2.1287945	0.35	0.1	0.55	3.2786099552083394	-149.21617060577032	43.0	-96.0	1124.6999999999996	7.0
98.0	-91.1655198365	41.9077388899	0.1469730626545	213.0	0.53738653904	100.504652991	0.29215650000000004	0.35	0.1	0.55	2.445786337095379	46.675799895337136	42.0	-91.0	853.7000000000003	0.0
99.0	-96.3039385127	42.7720939253	0.375633048763	209.0	4.28839507887	-32.19100007	-1.096138	0.35	0.1	0.55	3.781551625722235	-116.29045233439723	43.0	-96.0	777.1499999999995	7.0
100.0	-95.608414162	41.5819116364	0.342162084353	218.0	3.27330380315	-91.6973504643	-1.13188	0.15	0.2	0.65	3.543680923242091	-207.58175498076577	42.0	-96.0	947.7500000000001	4.0
101.0	-94.1534989352	43.3899231824	0.156939040208	227.0	1.36187156578	-2.2114078879999965	-0.151582999999	0.2	0.4	0.4	2.4929029548946238	-2.0153775650041297	43.0	-94.0	923.6	3.0
102.0	-96.27736420285001	42.6527287246	0.446974368199	209.0	0.24749142428350002	27.299294000000003	-0.007008999999925	0.15	0.2	0.65	4.364065200528481	3.836244149188772	43.0	-96.0	777.1499999999995	2.0
103.0	-92.2162986089	42.0470536986	0.34957498615250004	229.0	1.8411392417	-7.8596755465	0.1975415	0.35	0.1	0.55	3.5947206487658754	-12.542709346913181	42.0	-92.0	1022.6499999999995	5.0
104.0	-93.5219479656	43.0864630325	0.232897758515	195.0	0.65736559546	38.174474270999994	0.31758799999950005	0.2	0.4	0.4	2.879361774242488	17.666067770193436	43.0	-94.0	614.2500000000002	3.0
105.0	-96.1974647409	42.5711877045	0.40626330454500004	209.0	3.21280150163	54.262420921	0.05336550000015	0.35	0.1	0.55	4.0175993959273	164.6377281409434	43.0	-96.0	777.1499999999995	2.0
106.0	-90.2941051508	42.1230273193	0.456828345373	213.0	6.0039370981	-67.805381331	-3.679837	0.15	0.2	0.65	4.454476222034397	-309.3699355560053	42.0	-90.0	840.6	0.0
107.0	-95.5580849565	40.9899443869	0.38907570722499996	195.0	0.34933972729499996	-63.199794689	-0.160897	0.35	0.1	0.55	3.8828089083449253	-13.80973073030919	41.0	-96.0	771.1999999999998	4.0
108.0	-92.1092866528	42.2359000063	0.319196428571	213.0	0.260289041248	-67.237476346	-0.156589	0.35	0.1	0.55	3.390982861328025	-12.85893240062547	42.0	-92.0	869.9999999999998	5.0
109.0	-95.94308667835	42.51050355305	0.2825288787475	234.0	3.167500571655	76.370774254	1.282565	0.35	0.1	0.55	3.1625858869583685	181.41386887399437	43.0	-96.0	1011.5499999999996	2.0
110.0	-95.4852258746	40.9831572975	0.392001734041	202.0	3.87192430904	-0.4172000819999937	0.131761	0.35	0.1	0.55	3.9053215303002666	-1.3893796673342091	41.0	-95.0	816.6000000000001	4.0
111.0	-92.1381483695	42.1500722659	0.344322241287	197.0	4.82284328393	-11.600725138000001	0.012917	0.2	0.2	0.55	3.558462450120638	-58.1804587369799	42.0	-92.0	698.9499999999998	5.0
112.0	-93.2872805628	41.664231868	0.167130068919	188.0	0.33761034210100005	-73.216273005	-0.251255	0.2	0.4	0.4	2.5418815978018383	-17.743870138858618	42.0	-93.0	593.6499999999999	6.0
113.0	-94.3145515175	42.1356040619	0.3809560717135	195.0	0.9791371638845	19.066666425999998	0.1432229999995	0.35	0.35	0.3	3.821229397032859	14.240581751140834	42.0	-94.0	670.75	1.0
114.0	-95.6021268064	41.5314088654	0.328170683896	218.0	5.782997432415	65.9512436865	1.3470425000000001	0.15	0.2	0.65	3.449707528004179	207.565757022961	42.0	-96.0	947.7500000000001	4.0
115.0	-93.5799498646	43.0134740924	0.2823351658645	204.0	0.7687806353785	20.3302997925	0.4279225	0.2	0.4	0.4	3.1614254271429854	14.13176186716069	43.0	-94.0	734.7000000000002	3.0
116.0	-94.3709393627	43.4803557767	0.313882051437	218.0	1.939354953605	-26.489164349000006	-0.749765	0.2	0.4	0.4	3.3567549860295283	-28.143050216252895	43.0	-94.0	846.8000000000001	3.0
117.0	-95.0759648825	41.0630244246	-0.136004514673	195.0	4.29400367505	-69.806869333	-3.698708	0.35	0.1	0.55	1.351421256081781	-212.8493466103686	41.0	-95.0	715.5500000000001	4.0
118.0	-96.0449741473	42.3394879426	0.31977339281850004	218.0	6.01378375955	36.79456960499999	-0.1080819999997	0.15	0.2	0.65	3.394723080744842	103.05908595399504	42.0	-96.0	947.7500000000001	2.0
119.0	-95.6281602969	42.2291890933	0.266710140202	218.0	5.7616285834	28.793095201	2.774385	0.35	0.1	0.55	3.069304087792005	146.71313913429267	42.0	-96.0	947.7500000000001	2.0
120.0	-96.4054106944	42.8987331685	0.361160101901	209.0	4.07388136154	51.10312297600001	2.28058	0.15	0.2	0.65	3.6763142369413777	68.51869737097198	43.0	-96.0	777.1499999999995	7.0
121.0	-92.1578109489	42.3077725005	0.347042681919	213.0	0.924779215323	-45.67369372600001	-0.479135	0.2	0.4	0.4	3.577184769698991	-35.14180402664822	42.0	-92.0	869.9999999999998	5.0
122.0	-94.5246370499	41.9828479608	0.346111161103	195.0	1.22099770356	-16.86556971600001	0.0496620000004	0.2	0.4	0.4	3.5707604611814294	-15.955873497171966	42.0	-95.0	674.0500000000001	1.0
123.0	-94.0639727273	43.0486545261	0.245584128251	243.0	0.650226070005	43.64414491900001	0.699051999999	0.35	0.35	0.4	2.949190521573966	24.75864803056278	43.0	-94.0	1134.2499999999998	3.0
124.0	-95.6736661141	42.4097929402	0.351489774025	234.0	5.01422619273	89.57612520800001	3.559339	0.35	0.1	0.55	3.608050440463601	407.65698512812247	42.0	-96.0	1116.7500000000005	2.0
125.0	-96.2492232723	42.9044233262	0.3857440001135	209.0	1.609787695055	-29.99737029149999	-0.5805065000005001	0.35	0.1	0.55	3.8573878526676473	-58.83031108217057	43.0	-96.0	777.1499999999995	7.0
126.0	-95.5303723714	41.3269286062	0.299417552404	202.0	6.30775193329	-32.324131247	-1.93606	0.15	0.2	0.65	3.265573222516922	-148.6122396948531	41.0	-96.0	879.5999999999998	4.0
127.0	-91.3797250187	41.055205216	0.396832564591	213.0	0.694724160188	-28.16482044099999	-0.0983709999998	0.35	0.1	0.55	3.9428729084600067	-9.13772931166216	41.0	-91.0	967.0999999999999	0.0
128.0	-95.7770224062	41.5450615692	0.397347073774	218.0	2.38295867507	-101.9552589669	-2.690481	0.15	0.2	0.65	3.9469008783125563	-216.6394041681976	42.0	-96.0	947.7500000000001	4.0
129.0	-93.7978225475	42.9121689413	0.309600504765	195.0	0.947179788893	78.53352896799998	1.275655	0.2	0.4	0.4	3.3294674918142846	69.70015412285598	43.0	-94.0	614.2500000000002	3.0
130.0	-95.7585900212	41.5974400086	0.379672089955	218.0	6.68110736648	83.38798870800002	3.377017	0.15	0.2	0.65	3.8116092465863103	329.22993593601865	42.0	-96.0	947.7500000000001	4.0
131.0	-92.5415051765	42.4946827727	0.372534046074	204.0	1.69745363954	10.890009781999993	0.789863	0.2	0.4	0.4	3.7586971169418026	13.147352473560439	42.0	-93.0	808.8499999999997	5.0
132.0	-96.2182120894	42.8832664009	0.316971678421	241.0	3.15794882305	-38.9799697495	-1.432798	0.35	0.1	0.55	3.3766053325039382	-93.0501357410193	43.0	-96.0	1124.6999999999996	7.0
133.0	-94.4183053917	43.4413103166	0.309565052019	218.0	1.4852565496949999	1.9784399250000035	-0.0542159999998	0.2	0.4	0.4	3.3292426045914834	1.5884341927737928	43.0	-94.0	846.8000000000001	3.0
134.0	-90.93160468	41.7174289943	0.40497960332	213.0	0.564467550536	81.49569728400002	0.353832	0.15	0.2	0.65	4.007314772178771	32.87444729685156	42.0	-91.0	853.7000000000003	0.0
135.0	-95.4559149249	41.0492515778	0.305420688867	202.0	3.11828971632	-6.256040869000003	-0.508322	0.35	0.1	0.55	3.303071640442891	-11.883282531510252	41.0	-95.0	816.6000000000001	4.0
